"","V1"
"119",1.26179071252754
"120",1.23234984963938
"121",1.18804782279844
"122",1.20424672169175
"123",1.19029890517756
"124",1.25277195158052
"125",1.2001565407279
"126",1.20466533001374
"127",1.21545014074788
"128",1.25130561988904
"129",1.13250551038332
"130",1.19593237466583
"131",1.24663144141111
"132",1.17856984766831
"133",1.2295472067732
"134",1.21693490026073
"135",1.17718692419086
"136",1.19686161198834
"137",1.21944017779382
"138",1.23708077163045
"139",1.23045264532566
"140",1.21712067393382
"141",1.26762540696424
"142",1.16172373991742
"143",1.18697513567567
"144",1.14057278458464
"145",1.1689995067681
"146",1.21269611681736
"147",1.17329643536212
"148",1.21547998526227
"149",1.2416356448922
"150",1.1929042508046
"151",1.15102994253858
"152",1.19880580618149
"153",1.26812531486171
"154",1.14977149503786
"155",1.19259785825458
"156",1.26135624823643
"157",1.19295339599039
"158",1.2093262611386
"159",1.1824036458206
"160",1.20216112577593
"161",1.2454118040279
"162",1.22974504768042
"163",1.2279747034287
"164",1.20103938656396
"165",1.22329956539254
"166",1.21455547676948
"167",1.1818966067499
"168",1.19173399488833
"169",1.2368327318295
"170",1.19443983810373
"171",1.19187187441383
"172",1.21969655984192
"173",1.29287782318343
"174",1.23412909001681
"175",1.20703262201035
"176",1.24471857293722
"177",1.23019447438342
"178",1.21228829646685
"179",1.21707224552786
"180",1.2355266506973
"181",1.25735299575005
"182",1.2166253879719
"183",1.21769559583809
"184",1.17469150340953
"185",1.2713348854217
"186",1.19928396105219
"187",1.25258826727469
"188",1.25663224439724
"189",1.23367586358754
"190",1.21067928375295
"191",1.21784201719314
"192",1.20386858067541
"193",1.24404919583799
"194",1.22835980300406
"195",1.27808917473025
"196",1.26063712761446
"197",1.18744918391524
"198",1.13980616557143
"199",1.20870693728647
"200",1.19990081231204
"201",1.2503494893056
"202",1.19735252287917
"203",1.28965339784891
"204",1.21995416731176
"205",1.20646358388273
"206",1.24038741103739
"207",1.25776312701555
"208",1.18674193624069
"209",1.15716204938913
"210",1.26514260413897
"211",1.24452510219492
"212",1.21277917412932
"213",1.19768486323523
"214",1.18919567693983
"215",1.22053773030324
"216",1.24661608478969
"217",1.21425527196538
"218",1.22607870396681
"219",1.21333890083259
"220",1.21272815679248
"221",1.19718865815493
"222",1.19132690462
"223",1.17089922372682
"224",1.21851609912033
"225",1.23661536348181
"226",1.24610652579945
"227",1.24396251131309
"228",1.2513833582785
"229",1.18898679923884
"230",1.20053355807716
"231",1.18877455985137
"232",1.18658555111978
"233",1.19895249998819
"234",1.19490983900791
"235",1.17697841471482
"236",1.1809881462421
"237",1.20752248222843
"238",1.23056443117167
"239",1.25764754195962
"240",1.17946201667502
"241",1.24621760988908
"242",1.26719224243522
"243",1.23821636481941
"244",1.1889083778968
"245",1.29805539583522
"246",1.21359948585116
"247",1.17629865046958
"248",1.27571280143083
"249",1.18979769892826
"250",1.15517723718147
"251",1.25436011815776
"252",1.14636036497006
"253",1.17348834806488
"254",1.21594931256798
"255",1.20121477004725
"256",1.25048788866774
"257",1.20387459251934
"258",1.1743400939096
"259",1.24077742915002
"260",1.20917542840975
"261",1.21518817421302
"262",1.19815607998545
"263",1.22812669560893
"264",1.26814292866317
"265",1.22812858504163
"266",1.23940722349684
"267",1.25708230817111
"268",1.21523407206249
"269",1.19677169297208
"270",1.25622216759884
"271",1.20743681046897
"272",1.18569863512815
"273",1.25931894989576
"274",1.23516973998863
"275",1.23446891698114
"276",1.16947027351338
"277",1.184794118477
"278",1.24062050981761
"279",1.25568491404812
"280",1.24176293965794
"281",1.25287183843556
"282",1.18627072364753
"283",1.22647157522435
"284",1.18806492132501
"285",1.21877816987825
"286",1.18676626516897
"287",1.1959734587028
"288",1.26931092926598
"289",1.26389537860155
"290",1.20497296761354
"291",1.21766295017864
"292",1.239013505255
"293",1.23974565830682
"294",1.17660539231402
"295",1.22623772844719
"296",1.25057493735922
"297",1.20359898986022
"298",1.1693699979693
"299",1.23027838619848
"300",1.20140668764053
"301",1.16853062660222
"302",1.22813543311863
"303",1.23444736319555
"304",1.22008230624845
"305",1.2105393395372
"306",1.17966000739455
"307",1.2426387510978
"308",1.20958591223313
"309",1.18496190608095
"310",1.17847359891618
"311",1.26840472847672
"312",1.24304571291459
"313",1.1753221342852
"314",1.18118195124289
"315",1.24706152655322
"316",1.27455231863869
"317",1.19136563458032
"318",1.13847345993543
"319",1.22423379599492
"320",1.21764936970234
"321",1.25687396711708
"322",1.15017969350074
"323",1.25715019494636
"324",1.1745432762031
"325",1.23776611301434
"326",1.18752816667435
"327",1.19733219671478
"328",1.24227730886454
"329",1.22413982272429
"330",1.22238569562527
"331",1.25202131824632
"332",1.26799385368831
"333",1.21653013600589
"334",1.15726755262957
"335",1.2118026127975
"336",1.23673337412949
"337",1.25255004362174
"338",1.1552988520985
"339",1.1895300103493
"340",1.19584573369426
"341",1.24204336278208
"342",1.25762762988117
"343",1.10170636183282
"344",1.20494779138257
"345",1.23542755406392
"346",1.22596193653038
"347",1.16624329450642
"348",1.17884043604482
"349",1.22927729697228
"350",1.12393346260151
"351",1.1863521644707
"352",1.23451224224124
"353",1.25690054024039
"354",1.1511147303376
"355",1.2375780238294
"356",1.19289003007902
"357",1.22622385056294
"358",1.19445719150225
"359",1.19081220455223
"360",1.21958763224116
"361",1.20676025782551
"362",1.21871354602662
"363",1.21560781645077
"364",1.19181948658732
"365",1.26239680445573
"366",1.23671480279892
"367",1.25443775787642
"368",1.25416190229917
"369",1.26443597852858
"370",1.2177649782285
"371",1.19364725192637
"372",1.26129972887618
"373",1.23191544115647
"374",1.19480093058872
"375",1.22937933267896
"376",1.24036478476071
"377",1.21807510761896
"378",1.15915388087911
"379",1.24717136355489
"380",1.21807133821664
"381",1.18906718896852
"382",1.1669193706976
"383",1.20949118520553
"384",1.23913073784078
"385",1.20095512531955
"386",1.21120375139293
"387",1.26431043746265
"388",1.21691952353965
"389",1.2039999715953
"390",1.24686567702667
"391",1.20089997251422
"392",1.20862851497295
"393",1.15236646944116
"394",1.19868503996737
"395",1.20506960618548
"396",1.2820960860326
"397",1.22553510841767
"398",1.15174396489969
"399",1.24545829050538
"400",1.2355195442152
"401",1.19444421394464
"402",1.26031339399414
"403",1.22475760967531
"404",1.23149312270246
"405",1.20234836231888
"406",1.2196405382657
"407",1.25441882156277
"408",1.25050465426035
"409",1.24068631225837
"410",1.26360583151907
"411",1.21643041558409
"412",1.25151912783537
"413",1.22594876308624
"414",1.22938247895518
"415",1.19723758928621
"416",1.22754737219889
"417",1.21476772125075
"418",1.2024413791326
"419",1.19875043992811
"420",1.20375733745526
"421",1.23062159590514
"422",1.22712665861337
"423",1.21795909191389
"424",1.17534345639641
"425",1.18492746437871
"426",1.27743199482879
"427",1.14989046821382
"428",1.16355126193356
"429",1.17653072689754
"430",1.23070241549072
"431",1.20658110362972
"432",1.22119125844784
"433",1.20896454528678
"434",1.16954385908911
"435",1.25516772024351
"436",1.23000266642852
"437",1.20952281920235
"438",1.18924992785849
"439",1.18733529490631
"440",1.27367456465453
"441",1.2306313972747
"442",1.2023577063218
"443",1.29607124719789
"444",1.14966637391616
"445",1.236196173399
"446",1.1916009934877
"447",1.17626194733144
"448",1.1496313359199
"449",1.20526809518847
"450",1.22764251978336
"451",1.26783083252249
"452",1.19555971902139
"453",1.24783513074064
"454",1.21830989697303
"455",1.19892480263319
"456",1.18028591320656
"457",1.17808906059335
"458",1.21263656065382
"459",1.24114140911386
"460",1.27483784711335
"461",1.21661135291623
"462",1.25243381493476
"463",1.22219688156738
"464",1.19485886995262
"465",1.18275186433522
"466",1.22483637762609
"467",1.13007750389951
"468",1.17006392819307
"469",1.20569333069902
"470",1.21868267876034
"471",1.20303005706606
"472",1.18334893543056
"473",1.22692320762308
"474",1.24419872097095
"475",1.20548693214955
"476",1.17183051666731
"477",1.18882058714529
"478",1.23764819313535
"479",1.19260434437443
"480",1.23383225569203
"481",1.24372623890294
"482",1.25616485576054
"483",1.22021065765611
"484",1.25481815507838
"485",1.24297598549073
"486",1.25969522388142
"487",1.22974521136963
"488",1.1991820184267
"489",1.22182477545692
"490",1.20550407854403
"491",1.18577480127272
"492",1.19907359595088
"493",1.21036422718063
"494",1.19184338023809
"495",1.1873673680427
"496",1.22783939924875
"497",1.27229235334761
"498",1.18267104319398
"499",1.23899214281298
"500",1.15744611137439
"501",1.26854110879181
"502",1.25008738348733
"503",1.14599944385052
"504",1.20170293335338
"505",1.21381281206656
"506",1.20267904096262
"507",1.25819744996568
"508",1.21365955883241
"509",1.19409648842428
"510",1.19898440568756
"511",1.26756898893972
"512",1.2394274908912
"513",1.22069523542949
"514",1.19338605398466
"515",1.2638488614595
"516",1.19850812182225
"517",1.23450281894301
"518",1.2422422350208
"519",1.18307432370153
"520",1.19261675166028
"521",1.22767751869371
"522",1.19899582830519
"523",1.20881304781773
"524",1.24385588046483
"525",1.16729279419311
"526",1.2266142116832
"527",1.20851301529588
"528",1.19287507670695
"529",1.25933535967277
"530",1.17824249870992
"531",1.23555012064183
"532",1.22217204530904
"533",1.18147890412163
"534",1.20358062902811
"535",1.22972772992479
"536",1.18276743341549
"537",1.1487137488659
"538",1.20116866614258
"539",1.21961239118722
"540",1.20171467834859
"541",1.27764688172298
"542",1.21327705882894
"543",1.23166277108171
"544",1.21233085513314
"545",1.19637115780862
"546",1.12408233096964
"547",1.20245028357784
"548",1.15957279167206
"549",1.25463887299801
"550",1.19362339289989
"551",1.24559966025651
"552",1.2363228459811
"553",1.21033774153061
"554",1.18283486020669
"555",1.20924721887842
"556",1.22845509344209
"557",1.22863577009027
"558",1.21211472977199
"559",1.18500906858758
"560",1.17025743315223
"561",1.25755968365306
"562",1.15942219785362
"563",1.20070056269182
"564",1.18522029246209
"565",1.18857569859121
"566",1.23584459896581
"567",1.14438120298385
"568",1.23985177529011
"569",1.24246408364278
"570",1.21840528859909
"571",1.19827155464058
"572",1.22365482657887
"573",1.25276879418189
"574",1.17923438439838
"575",1.22203037478896
"576",1.21177761807106
"577",1.21845643156151
"578",1.27850721655783
"579",1.09424665151791
"580",1.22029036963687
"581",1.1663856661286
"582",1.19921836100349
"583",1.23628432650009
"584",1.19178291165229
"585",1.19931756225946
"586",1.24278773068811
"587",1.18393462317031
"588",1.16927358661958
"589",1.2033549553176
"590",1.20238500599766
"591",1.12957558788418
"592",1.23774253750881
"593",1.18868949363615
"594",1.17849435550478
"595",1.25296107725954
"596",1.22038342604103
"597",1.22603167645419
"598",1.19488754034205
"599",1.18932298528633
"600",1.2623115369557
"601",1.19579211053736
"602",1.30599259098283
"603",1.25194214270668
"604",1.21040939143463
"605",1.23259097784137
"606",1.20760151358177
"607",1.22857501847283
"608",1.21089308262053
"609",1.21335509753189
"610",1.23499304190799
"611",1.20582765730387
"612",1.21466611748881
"613",1.1726831837142
"614",1.21937702161656
"615",1.19833432614327
"616",1.20847727781986
"617",1.20163768024463
"618",1.25462266519143
"619",1.21958710168728
"620",1.2091992262997
"621",1.21655341865822
"622",1.24620977565378
"623",1.22618647589695
"624",1.24394889178696
"625",1.12057332737804
"626",1.17877105537465
"627",1.23127571429069
"628",1.18440202432703
"629",1.23885753119977
"630",1.2275718671022
"631",1.25511318741522
"632",1.26013039347695
"633",1.19191357000221
"634",1.2176664364113
"635",1.1874472018233
"636",1.21575753932303
"637",1.18599244630092
"638",1.22373322165767
"639",1.19837286700352
"640",1.22335320602867
"641",1.1901807680938
"642",1.21556945291295
"643",1.22058032911446
"644",1.1781565017951
"645",1.22669627000718
"646",1.15677510270346
"647",1.20933227214079
"648",1.17267626815903
"649",1.21433855196245
"650",1.20950592388488
"651",1.17735235788654
"652",1.21651741694264
"653",1.24778300377491
"654",1.20499240087209
"655",1.20890394551428
"656",1.18119196227045
"657",1.18021648908154
"658",1.22843958526986
"659",1.17996634405894
"660",1.18744460082109
"661",1.20589789978568
"662",1.23131333688595
"663",1.22340777781574
"664",1.20257572424858
"665",1.20027240786829
"666",1.23189485646931
"667",1.23068593185531
"668",1.16202593656199
"669",1.1899530651584
"670",1.22758536165306
"671",1.21271738898066
"672",1.21765734714165
"673",1.18642148544494
"674",1.17036392766751
"675",1.19669882444464
"676",1.22095143306299
"677",1.19513098493679
"678",1.24443565988563
"679",1.23669602312337
"680",1.24322482195686
"681",1.14489556696932
"682",1.2715204379858
"683",1.2217636521738
"684",1.22711476522901
"685",1.22071317077673
"686",1.19114828840613
"687",1.22232408317285
"688",1.24248234817279
"689",1.21131497073388
"690",1.19572307560185
"691",1.236213513193
"692",1.23288102651848
"693",1.23475236884142
"694",1.22221586702597
"695",1.19046955655236
"696",1.16928110680493
"697",1.20696893388983
"698",1.19087224950583
"699",1.22368765447839
"700",1.22613392646174
"701",1.16252702361517
"702",1.15229428789585
"703",1.18246971920109
"704",1.28249830834955
"705",1.22072355251402
"706",1.23312664724295
"707",1.15958759933451
"708",1.25370367016548
"709",1.19281162734416
"710",1.27625940983492
"711",1.20251253446976
"712",1.22186423504461
"713",1.23674720506569
"714",1.30062570852384
"715",1.14919089285159
"716",1.20525549719178
"717",1.19260251762449
"718",1.25337356969716
"719",1.20491248629749
"720",1.28382412245227
"721",1.17143461899921
"722",1.172380520516
"723",1.22473361098375
"724",1.1985349636367
"725",1.26711724711087
"726",1.19889149626912
"727",1.17715843052333
"728",1.23288520928982
"729",1.16424543153388
"730",1.19890828066124
"731",1.26454341299558
"732",1.24337283685969
"733",1.23950306005928
"734",1.19466267855533
"735",1.20901679810816
"736",1.22395085259845
"737",1.22542206313974
"738",1.16051741040831
"739",1.17972407804805
"740",1.19342544189854
"741",1.23880094692361
"742",1.21358178020312
"743",1.23486494401168
"744",1.16897714885754
"745",1.2362672553229
"746",1.18532801678846
"747",1.31373241630869
"748",1.16009579499755
"749",1.2100892117204
"750",1.21122067738831
"751",1.24321017676665
"752",1.1610409296027
"753",1.23084194774065
"754",1.20275210026471
"755",1.22401878025237
"756",1.26266922968423
"757",1.18684023422477
"758",1.22329076024879
"759",1.17575122085458
"760",1.18871080867406
"761",1.20898199386861
"762",1.26570058416461
"763",1.19063873562793
"764",1.17311960870127
"765",1.24435656587252
"766",1.22254997256232
"767",1.26162713323013
"768",1.22012923105865
"769",1.19598648049634
"770",1.22035426148598
"771",1.18783214710765
"772",1.23703034818559
"773",1.18856359642101
"774",1.21866288970542
"775",1.21804786836938
"776",1.26444723756919
"777",1.26485879555198
"778",1.21148679919914
"779",1.23811945450024
"780",1.27084430173983
"781",1.21216638244443
"782",1.25102157945922
"783",1.15718559970391
"784",1.24846538399701
"785",1.22751737560039
"786",1.20765909121669
"787",1.25459812686553
"788",1.18036680593702
"789",1.13769644096849
"790",1.2524019634585
"791",1.22216444830462
"792",1.26520704088805
"793",1.21656236601528
"794",1.27824549345288
"795",1.27954457336059
"796",1.22007730866956
"797",1.25578324306559
"798",1.30526347775167
"799",1.17617055050352
"800",1.18599562802361
"801",1.17951799725312
"802",1.18866463612999
"803",1.23563924286339
"804",1.23747353057065
"805",1.27387306641687
"806",1.22561784970597
"807",1.212013326941
"808",1.28058929754755
"809",1.19471488768198
"810",1.26627907142631
"811",1.28449664551088
"812",1.23198108747528
"813",1.16900837307867
"814",1.23221235589775
"815",1.21111809770748
"816",1.2543127484543
"817",1.18697020933853
"818",1.2588584186203
"819",1.22986665867882
"820",1.20494140633945
"821",1.23320062834101
"822",1.21018781844715
"823",1.21919140287962
"824",1.2527140621588
"825",1.21354916771415
"826",1.19300362988706
"827",1.16847916757192
"828",1.22596124572685
"829",1.25192647829577
"830",1.23670939851869
"831",1.14466910956243
"832",1.16676001515946
"833",1.2201321480947
"834",1.21524499069941
"835",1.25997417762788
"836",1.26071287534039
"837",1.17466434253645
"838",1.25430787446666
"839",1.19998966347674
"840",1.16476458648595
"841",1.21758846019401
"842",1.24130791508982
"843",1.25681690569158
"844",1.20811739879327
"845",1.2229002458968
"846",1.28004766973099
"847",1.19716896187419
"848",1.204920537157
"849",1.19129165068346
"850",1.2365198584687
"851",1.2384643905755
"852",1.22362402249653
"853",1.26910037871705
"854",1.2373811426403
"855",1.25548283533919
"856",1.15590374951925
"857",1.24832452217184
"858",1.28464840558499
"859",1.32172051586102
"860",1.25117044027053
"861",1.24294456090349
"862",1.19508309556001
"863",1.21030240348974
"864",1.2295488213263
"865",1.31502897770722
"866",1.25194142376393
"867",1.25978572825203
"868",1.26214664204527
"869",1.17818820863536
"870",1.22195729800946
"871",1.21192814166964
"872",1.16844681537261
"873",1.24349796541508
"874",1.25702810053318
"875",1.20110452728492
"876",1.17985958123525
"877",1.17998544821698
"878",1.17115548752162
"879",1.2654611986627
"880",1.23048048906347
"881",1.235932704178
"882",1.21155350189001
"883",1.16888070294508
"884",1.25104442452021
"885",1.25052172513264
"886",1.21610994627545
"887",1.20271128744617
"888",1.30764051827194
"889",1.26631199127619
"890",1.24020328443622
"891",1.30024650700337
"892",1.22987203882985
"893",1.18137280392075
"894",1.19744100262904
"895",1.18786509074402
"896",1.233534135661
"897",1.18710352912653
"898",1.27339819844828
"899",1.22479571617494
"900",1.15972680185601
"901",1.22701611090048
"902",1.23620659930506
"903",1.1798303556038
"904",1.20125041563005
"905",1.18339533995984
"906",1.19116777985743
"907",1.26146297953648
"908",1.2208562777182
"909",1.2422450310654
"910",1.17289799205377
"911",1.24138848796948
"912",1.16375653907275
"913",1.20303125053315
"914",1.19946483102652
"915",1.21456398592889
"916",1.19571953586439
"917",1.2537712842297
"918",1.23144687049781
"919",1.19395353405401
"920",1.2270381219928
"921",1.20744061456555
"922",1.18040937942427
"923",1.23953284124915
"924",1.16676455386491
"925",1.18235038069169
"926",1.2083865783
"927",1.26052980620064
"928",1.231547594601
"929",1.23564140030383
"930",1.16451482071202
"931",1.2151142622646
"932",1.21050846309432
"933",1.18732989295795
"934",1.22026807869089
"935",1.20178487430381
"936",1.24016793313601
"937",1.21856782829971
"938",1.16832797718093
"939",1.20748662667977
"940",1.25767041928464
"941",1.20209258150205
"942",1.15992975124399
"943",1.23242158001611
"944",1.19738934065077
"945",1.14722751517801
"946",1.18688429052877
"947",1.19771574733972
"948",1.21131166637037
"949",1.19347688324255
"950",1.22065526001707
"951",1.19325706431894
"952",1.18872322897252
"953",1.16045046969247
"954",1.19201661921891
"955",1.14836982165567
"956",1.25628355419131
"957",1.18895214405996
"958",1.20135628883244
"959",1.2451853488792
"960",1.23906512876756
"961",1.23242873227646
"962",1.19374515196289
"963",1.24945274000353
"964",1.2074150720647
"965",1.17039626393842
"966",1.25000567835805
"967",1.24307427081251
"968",1.22668725106487
"969",1.21864911661822
"970",1.22600306395005
"971",1.22536614068083
"972",1.33426064034476
"973",1.23277891234897
"974",1.25147335517887
"975",1.20733421861843
"976",1.19575185831688
"977",1.20470122848448
"978",1.25161158957711
"979",1.20369240687978
"980",1.22588527301047
"981",1.14540032099731
"982",1.23955904057157
"983",1.20581791077623
"984",1.21395480314204
"985",1.21461320458742
"986",1.25997832173815
"987",1.25367684849386
"988",1.27809665574529
"989",1.18601738721916
"990",1.20436135508411
"991",1.22272183148851
"992",1.2397666757725
"993",1.29057208240412
"994",1.21567709224183
"995",1.22982272881971
"996",1.20313915759505
"997",1.2284425521867
"998",1.26194115546007
"999",1.2656919308997
"1000",1.19637574336502
"1001",1.20840401367658
"1002",1.23105817765072
"1003",1.27433174479591
"1004",1.17002862480115
"1005",1.19716611476714
"1006",1.2362646543498
"1007",1.25036891533257
"1008",1.17674019882072
"1009",1.24249600664732
"1010",1.25201455763469
"1011",1.22030321659355
"1012",1.11863121403738
"1013",1.20722907621689
"1014",1.25276077727487
"1015",1.19686567549338
"1016",1.20252116001997
"1017",1.17061592386985
"1018",1.14667270593693
"1019",1.20545534673523
"1020",1.2394031064427
"1021",1.23259497583442
"1022",1.15396928391478
"1023",1.21356960984427
"1024",1.30465593561893
"1025",1.19297880240622
"1026",1.21368774408881
"1027",1.17479128493897
"1028",1.14973811743299
"1029",1.17128742959394
"1030",1.21487471829578
"1031",1.16195225783011
"1032",1.23995893486346
"1033",1.21323710496855
"1034",1.20520518091948
"1035",1.23007483366027
"1036",1.19645923343725
"1037",1.19191783426161
"1038",1.16342244969141
"1039",1.23234737316134
"1040",1.21495064322557
"1041",1.16926367554444
"1042",1.27441617483872
"1043",1.23292047810851
"1044",1.21457367502217
"1045",1.22009279678491
"1046",1.20002343205295
"1047",1.19431319980077
"1048",1.23786343460309
"1049",1.17588650191959
"1050",1.16357370641211
"1051",1.19840856410708
"1052",1.20089351521335
"1053",1.22968068177139
"1054",1.20362850852475
"1055",1.30293859322982
"1056",1.24467691257789
"1057",1.20855327070992
"1058",1.23260387535313
"1059",1.17208036641109
"1060",1.24076807844226
"1061",1.22859081992934
"1062",1.2687334554664
"1063",1.29197864834229
"1064",1.14632941043351
"1065",1.25218005955267
"1066",1.22490304430228
"1067",1.28651633213092
"1068",1.21520335515987
"1069",1.22945836502614
"1070",1.18848596659819
"1071",1.19373459960991
"1072",1.22801090888275
"1073",1.17459508033168
"1074",1.15350399487138
"1075",1.18782997397792
"1076",1.19005401114574
"1077",1.18962521173103
"1078",1.14236370388102
"1079",1.21385642602263
"1080",1.20693577199886
"1081",1.2758272562645
"1082",1.18701100087482
"1083",1.2012892906273
"1084",1.19746783392559
"1085",1.21588623657995
"1086",1.25525542773986
"1087",1.21260022303274
"1088",1.17683761826276
"1089",1.1772645588565
"1090",1.26694516993593
"1091",1.18540240615154
"1092",1.11369133408349
"1093",1.19322856969625
"1094",1.29554904530541
"1095",1.26186231418285
"1096",1.17606587506846
"1097",1.25305072426491
"1098",1.25421640046282
"1099",1.24045526526839
"1100",1.16807113113388
"1101",1.22554487067302
"1102",1.26200506953026
"1103",1.22544705279249
"1104",1.22695535688631
"1105",1.22646350826691
"1106",1.23464214919084
"1107",1.17300614706524
"1108",1.19623920182446
"1109",1.27781766552262
"1110",1.19648646526366
"1111",1.17471086512805
"1112",1.23218299504033
"1113",1.24359219989073
"1114",1.18638271197944
"1115",1.20612780627138
"1116",1.19490645810037
"1117",1.23943958054786
"1118",1.25404030221662
"1119",1.26769638547561
"1120",1.2149178284478
"1121",1.20007815191492
"1122",1.28370348098702
"1123",1.24073273164045
"1124",1.24787462337909
"1125",1.19196779814796
"1126",1.17851795973987
"1127",1.19701834829991
"1128",1.20855069181135
"1129",1.16953902369201
"1130",1.2151974616076
"1131",1.27467809550936
"1132",1.20553050423607
"1133",1.2355302424117
"1134",1.1939016454938
"1135",1.15255455369411
"1136",1.20560545526993
"1137",1.17922384996561
"1138",1.15858480083139
"1139",1.27718352048835
"1140",1.20909044350796
"1141",1.18148990079494
"1142",1.23268650098959
"1143",1.17044879405997
"1144",1.18025684173899
"1145",1.26918641863493
"1146",1.15548203665478
"1147",1.21249097913236
"1148",1.22571385054624
"1149",1.20797738879382
"1150",1.25568902199211
"1151",1.16399397084438
"1152",1.24759492447237
"1153",1.2434708549976
"1154",1.21683818873853
"1155",1.16898065555387
"1156",1.21356275382175
"1157",1.19856676394739
"1158",1.26801751782715
"1159",1.24287777145309
"1160",1.23402519989612
"1161",1.23461772351597
"1162",1.26249889181547
"1163",1.18722485243892
"1164",1.24160993851916
"1165",1.2183738022793
"1166",1.28886406967906
"1167",1.24121126435013
"1168",1.21398429804089
"1169",1.14923776732437
"1170",1.16378297268657
"1171",1.22313893036481
"1172",1.22006056653063
"1173",1.2076301547868
"1174",1.24284083183933
"1175",1.16384429831206
"1176",1.26785146141077
"1177",1.18844618891803
"1178",1.22087446710844
"1179",1.21949220392507
"1180",1.202967556106
"1181",1.1807970176753
"1182",1.30498925103916
"1183",1.20806474505038
"1184",1.20648202484231
"1185",1.21490305352168
"1186",1.26673370013589
"1187",1.19256598882147
"1188",1.21777826965595
"1189",1.21565255439457
"1190",1.22608768502649
"1191",1.19982982984047
"1192",1.19268892892137
"1193",1.23394643240866
"1194",1.29707730923711
"1195",1.23198502576385
"1196",1.23876482869388
"1197",1.1557817003334
"1198",1.23048974284186
"1199",1.23352445536141
"1200",1.20359792760034
"1201",1.25505759725801
"1202",1.16580421857413
"1203",1.24554007985093
"1204",1.22851058811121
"1205",1.13163374954127
"1206",1.24717023151159
"1207",1.22494263020252
"1208",1.18275350218801
"1209",1.26021354166073
"1210",1.18464675677703
"1211",1.15338865265024
"1212",1.2387889565394
"1213",1.21649420669109
"1214",1.19620723340716
"1215",1.20891471972316
"1216",1.23641999929367
"1217",1.23894729629838
"1218",1.17888885088902
"1219",1.18740327165444
"1220",1.26794426967231
"1221",1.21194708586827
"1222",1.16292028449742
"1223",1.31069876844156
"1224",1.19857751554886
"1225",1.21937889423841
"1226",1.26083462379437
"1227",1.18266771830967
"1228",1.18252777107389
"1229",1.22382736290815
"1230",1.20200676548378
"1231",1.20004119459158
"1232",1.22601826333023
"1233",1.26582485004515
"1234",1.20823275203774
"1235",1.20413164522771
"1236",1.21805446790609
"1237",1.16057835008448
"1238",1.18526706244629
"1239",1.19844525407676
"1240",1.18811750633378
"1241",1.20492334770346
"1242",1.22197887716906
"1243",1.18613507475697
"1244",1.21128845627012
"1245",1.20887361101831
"1246",1.21797164414076
"1247",1.21553593281983
"1248",1.20016782939772
"1249",1.20360876826017
"1250",1.1501445470628
